code,x,y,t,z,tmp,uwind,vwind,wind,hum,prec
171,128.9872,35.3106,13,28,5.690651381,1.248547857,-3.730168364,1.493518928,31.11393637,0.019391441
171,128.9872,35.3106,14,24,6.009237703,1.186787697,-4.495247036,1.552024207,30.00754332,0.015024796
171,128.9872,35.3106,15,22,5.9472556,1.437015249,-4.010857222,1.530469203,30.48777507,0.010262057
171,128.9872,35.3106,16,23,5.052937766,1.958343911,-3.866906903,1.548044372,33.54182767,0.005115937
171,128.9872,35.3106,17,25,3.984419594,1.714428144,-3.234882735,1.429053143,36.52088346,0.00432836
171,128.9872,35.3106,18,31,2.562217343,1.503460471,-2.104125836,1.151050087,40.17798274,0.009109117
171,128.9872,35.3106,19,34,1.717762273,1.383600944,-1.820062625,0.941790156,43.17800416,0.005723678
171,128.9872,35.3106,20,32,0.92566281,1.183392216,-1.817106715,0.894775273,45.50936863,0.012930019
171,128.9872,35.3106,21,31,0.169040267,0.624673531,-1.226011065,0.844117041,47.07360217,0.010619092
171,128.9872,35.3106,22,36,-0.141733865,1.393898853,-1.339285769,0.794298159,48.03297785,0.00725971
171,128.9872,35.3106,23,33,-0.986087346,0.86314069,-0.859650593,0.569555388,49.70887693,0.003828213
171,128.9872,35.3106,24,37,-1.584193044,0.834436067,-0.432918668,0.387398071,52.00659631,0.005145349
172,129.3376,35.4381,1,8,1.249478471,0.34275122,-1.496821493,0.451983188,32.20949395,0.017804708
172,129.3376,35.4381,2,6,1.028218893,0.361272103,-1.784885477,0.591078381,34.65498946,0.018815213
172,129.3376,35.4381,3,6,1.106467275,-0.042377002,-1.409372082,0.606734433,40.63634126,0.008890886
172,129.3376,35.4381,4,22,1.764413165,0.395963151,-2.24044388,0.707098325,43.30900423,0.010821461
172,129.3376,35.4381,5,21,1.797228742,0.323244834,-2.218773533,0.769337242,48.53491293,0.018640126
172,129.3376,35.4381,6,17,1.627750919,0.551228427,-2.392197123,0.944348087,52.16552532,0.017891887
172,129.3376,35.4381,7,15,1.284979421,0.449325334,-1.670680629,0.755378114,55.33570742,0.022169335
172,129.3376,35.4381,8,17,1.474980266,0.055659246,-1.815122851,0.736211752,53.85854327,0.024396402
172,129.3376,35.4381,9,22,2.774384358,0.151744573,-2.266459719,0.975129025,49.45705379,0.01552175
172,129.3376,35.4381,10,21,3.738767466,0.469410002,-2.829356106,1.265213878,42.01517046,0.018764355
172,129.3376,35.4381,11,20,4.712141954,0.283815465,-3.399192519,1.331700117,35.94872789,0.013149793
172,129.3376,35.4381,12,22,5.840714483,0.211864148,-3.806209892,1.426479782,29.51313302,0.019225879
172,129.3376,35.4381,13,25,6.550115057,0.219261823,-3.404215761,1.420342732,26.86024264,0.019272628
172,129.3376,35.4381,14,20,7.03979311,0.811439042,-4.050321377,1.516423398,24.99347484,0.014490905
172,129.3376,35.4381,15,14,7.031396102,0.410626929,-4.089833854,1.510691441,24.93026369,0.010043512
172,129.3376,35.4381,16,14,6.304022005,1.625259832,-2.98571785,1.46613183,28.01817034,0.005481881
172,129.3376,35.4381,17,19,4.574899392,2.257137769,-1.662803405,1.380408603,32.67008559,0.00479687
172,129.3376,35.4381,18,18,3.107157943,1.88031771,-2.349398221,1.225009586,36.56756607,0.011891797
172,129.3376,35.4381,19,27,2.338904836,1.623458666,-2.927490605,1.183599026,39.2965346,0.007131042
172,129.3376,35.4381,20,28,1.711410513,1.351504977,-2.167701027,1.103976033,41.35206723,0.017044741
172,129.3376,35.4381,21,31,1.342867569,1.432666753,-0.962223393,1.053315996,42.9703699,0.013781534
172,129.3376,35.4381,22,28,0.890468814,1.365098412,-0.606194603,0.868696253,43.19308015,0.009056209
172,129.3376,35.4381,23,29,0.261302532,1.276417505,-1.140589613,0.831189228,44.64389313,0.004235628
172,129.3376,35.4381,24,30,-0.109431721,0.80535558,-0.781822944,0.572062476,46.73417656,0.005991302
173,129.3059,35.4931,1,11,0.176939608,0.243546237,-1.194609508,0.393452777,35.28942247,0.017836958
173,129.3059,35.4931,2,10,0.018384975,0.291739147,-1.530544714,0.5168491,37.59917957,0.018867417
173,129.3059,35.4931,3,10,0.435325058,-0.008505641,-1.245720659,0.543016011,43.07270952,0.008914657
173,129.3059,35.4931,4,9,1.176481308,0.360040182,-1.820934779,0.627165923,45.83380729,0.010977047
173,129.3059,35.4931,5,8,1.283199144,0.344638902,-1.73764602,0.712722874,50.58311076,0.019084588
173,129.3059,35.4931,6,10,1.117993714,0.545016732,-2.034055865,0.889897287,54.04995646,0.018240588
173,129.3059,35.4931,7,13,0.82325885,0.374310964,-1.3593616,0.704310435,57.46886168,0.02264405
173,129.3059,35.4931,8,17,1.038357774,0.087172402,-1.332119459,0.697818613,56.17175008,0.024866945
173,129.3059,35.4931,9,21,2.31923075,0.216953509,-1.851928619,0.941426374,51.87987708,0.015763237
173,129.3059,35.4931,10,22,3.379568759,0.513193449,-2.393849553,1.239276388,44.28647886,0.019099596
173,129.3059,35.4931,11,20,4.35315812,0.369163431,-3.178841496,1.32703116,37.89444088,0.013328207
173,129.3059,35.4931,12,17,5.423089197,0.401711574,-3.62328244,1.423839526,31.46299107,0.019547041
173,129.3059,35.4931,13,18,6.129020855,0.395672988,-3.266077145,1.423724507,28.86424536,0.019633753
173,129.3059,35.4931,14,17,6.62168566,0.989774843,-4.222488424,1.531111936,27.17511975,0.014684628
173,129.3059,35.4931,15,15,6.638493032,0.608312939,-3.903337572,1.508214497,27.2414931,0.010046813
173,129.3059,35.4931,16,15,5.797748815,1.857614326,-2.893484874,1.480366785,30.47676763,0.005411904
173,129.3059,35.4931,17,16,4.140713057,2.258920551,-1.828140301,1.389724055,34.54071602,0.004699453
173,129.3059,35.4931,18,18,2.747734327,1.870733569,-2.341527362,1.237933987,38.26804826,0.011714494
173,129.3059,35.4931,19,22,1.976196151,1.646339073,-2.750417852,1.186114022,41.01560189,0.0069931
173,129.3059,35.4931,20,26,1.374781867,1.350607219,-1.912544074,1.092836973,42.90870742,0.016806378
173,129.3059,35.4931,21,28,0.991461082,1.328457102,-0.94670766,1.046431791,44.41743504,0.013606562
173,129.3059,35.4931,22,29,0.574414692,1.198141246,-0.615427619,0.858939745,44.88734776,0.008901075
173,129.3059,35.4931,23,28,-0.095818576,1.200097511,-0.820668044,0.805487608,46.48599209,0.004137658
173,129.3059,35.4931,24,27,-0.572270052,0.739888525,-0.728111815,0.563276036,48.67445853,0.00586773
174,129.358,35.6203,1,16,-0.998985299,0.224435403,-1.034450043,0.421480983,37.26031393,0.017383393
174,129.358,35.6203,2,22,-1.141669818,0.259769665,-1.272978355,0.49954569,39.64472244,0.018503918
174,129.358,35.6203,3,16,-0.092720273,0.081743004,-1.266606243,0.572454718,45.87697382,0.008950254
174,129.358,35.6203,4,16,0.757499624,0.368533133,-1.490555803,0.635213827,50.27983377,0.011606471
174,129.358,35.6203,5,16,1.018246906,0.583011306,-1.132383112,0.740850751,53.57708879,0.019969354
174,129.358,35.6203,6,18,0.701624707,0.813668204,-1.628110884,0.904967675,57.99677547,0.018900214
174,129.358,35.6203,7,20,0.263766236,0.293424699,-1.22897711,0.714322582,62.09485414,0.023660235
174,129.358,35.6203,8,20,0.348527946,0.199949795,-1.001254554,0.733432451,60.80132767,0.025811105
174,129.358,35.6203,9,21,1.531127181,0.320769033,-1.376061385,0.924043764,57.20115226,0.016476318
174,129.358,35.6203,10,22,2.786758339,0.367854676,-2.108569812,1.22549653,48.29732181,0.019525715
174,129.358,35.6203,11,20,3.658846335,0.331688662,-2.709290523,1.336866133,42.24816324,0.013482846
174,129.358,35.6203,12,18,4.720477946,0.586632481,-3.138807836,1.420193368,35.96868176,0.01967658
174,129.358,35.6203,13,22,5.346126079,0.492160927,-3.005800254,1.431349141,33.38438811,0.020304406
174,129.358,35.6203,14,17,5.972366589,1.247865146,-3.527909582,1.529187425,31.77044178,0.014920191
174,129.358,35.6203,15,17,5.841367681,0.971632035,-3.356225394,1.517696467,31.92861008,0.010063717
174,129.358,35.6203,16,15,4.829888893,2.056445795,-2.630392586,1.498156619,35.50111524,0.005456178
174,129.358,35.6203,17,20,3.241462598,2.062011213,-1.86848332,1.386140135,38.8466861,0.004732477
174,129.358,35.6203,18,28,2.014293336,1.796233523,-2.218663948,1.298882794,42.43618764,0.012418585
174,129.358,35.6203,19,28,1.27819773,1.605414868,-2.715918786,1.257149217,45.10660063,0.007281882
174,129.358,35.6203,20,30,0.772416281,1.400847437,-1.664034028,1.160069229,46.79632212,0.017877066
174,129.358,35.6203,21,35,0.399155401,1.491375161,-1.876437345,1.131454419,48.16430256,0.014453363
174,129.358,35.6203,22,37,0.007466139,0.994235351,-1.286186697,0.939031682,49.5248984,0.009301889
174,129.358,35.6203,23,38,-0.672453719,1.124114487,-1.115178207,0.870558672,51.23767365,0.004149441
174,129.358,35.6203,24,37,-1.206252392,0.746168444,-0.926109996,0.669018622,53.29146044,0.005991179
175,129.1138,35.5583,1,13,-2.931814963,-0.120046522,-0.521817098,0.119834495,47.03581641,0.018859107
175,129.1138,35.5583,2,15,-2.737789411,-0.022614572,-1.035822973,0.199333606,48.15441145,0.019749425
175,129.1138,35.5583,3,16,-1.788424505,-0.033477801,-0.570179641,0.221137838,50.34316256,0.009126965
175,129.1138,35.5583,4,25,-1.005266277,0.131608219,-0.983428129,0.286946515,51.97773311,0.011034539
175,129.1138,35.5583,5,22,-0.68717628,0.094556768,-1.016157122,0.47527416,56.15441796,0.020127745
175,129.1138,35.5583,6,17,-0.732516017,-0.029552247,-1.105855161,0.610414241,58.38185515,0.01917492
175,129.1138,35.5583,7,14,-0.762223386,0.030295693,-0.58475854,0.474145984,59.93074501,0.023667337
175,129.1138,35.5583,8,22,-0.34002976,0.00157627,-0.794881479,0.56676326,58.83098822,0.025935741
175,129.1138,35.5583,9,18,1.189496375,0.217369342,-1.184173112,0.854408391,54.5209917,0.016136471
175,129.1138,35.5583,10,21,2.691563225,0.525450166,-2.053759559,1.192404771,46.70516556,0.020221887
175,129.1138,35.5583,11,26,3.712654886,0.631908569,-3.638942721,1.36400991,39.32259831,0.014114555
175,129.1138,35.5583,12,23,4.460819663,0.726818836,-3.610538115,1.448379244,35.07466143,0.021045603
175,129.1138,35.5583,13,19,5.190891493,0.742584998,-3.740420197,1.470525998,33.15203751,0.020588979
175,129.1138,35.5583,14,19,5.489581408,1.170996251,-5.434372608,1.588305828,32.17893051,0.015417469
175,129.1138,35.5583,15,17,5.659224082,1.041771518,-3.955075582,1.504595952,32.60467002,0.010195028
175,129.1138,35.5583,16,17,4.537643993,2.212663961,-3.515411196,1.523806685,35.30598173,0.005165386
175,129.1138,35.5583,17,18,3.274255903,2.124297007,-2.691584247,1.43803161,37.88284797,0.004342805
175,129.1138,35.5583,18,26,2.005462933,1.814485594,-2.33878698,1.229383286,41.27560707,0.010266279
175,129.1138,35.5583,19,26,1.163194982,1.58240376,-2.031508966,1.079615779,44.21487513,0.006174961
175,129.1138,35.5583,20,33,0.483201066,1.178098298,-1.269949874,0.945708988,45.95275003,0.014716016
175,129.1138,35.5583,21,32,-0.008084971,0.763230227,-0.234295207,0.910762842,46.91265342,0.012015248
175,129.1138,35.5583,22,34,-0.384414659,0.807887769,-0.537029282,0.748450468,47.59911374,0.007902512
175,129.1138,35.5583,23,28,-1.207214354,0.721412416,-0.140415437,0.605649931,49.56459267,0.003805323
175,129.1138,35.5583,24,29,-1.959203205,0.439846219,-0.773451422,0.424080081,52.00595075,0.005315401
176,129.3195,35.5679,1,10,-0.721141655,0.213870018,-1.007200388,0.387182302,37.33494743,0.017640286
176,129.3195,35.5679,2,11,-0.850605609,0.267352352,-1.329750598,0.483553738,39.58794718,0.018714817
176,129.3195,35.5679,3,9,-0.02429939,0.047380005,-1.178831479,0.534128756,45.22698634,0.008939405
176,129.3195,35.5679,4,10,0.793834908,0.360423227,-1.551420947,0.604622027,48.69820256,0.011311657
176,129.3195,35.5679,5,10,1.014568906,0.45956228,-1.330635074,0.710521963,52.59117984,0.019630963
176,129.3195,35.5679,6,11,0.788598893,0.657005623,-1.738876323,0.880605775,56.36653051,0.018654939
176,129.3195,35.5679,7,16,0.457138847,0.339991721,-1.184175134,0.695075517,60.26185377,0.023258824
176,129.3195,35.5679,8,17,0.617642898,0.15278297,-1.011309515,0.700991169,59.03610496,0.025450162
176,129.3195,35.5679,9,19,1.844930061,0.294744131,-1.444874921,0.920420238,55.05676892,0.016166949
176,129.3195,35.5679,10,21,3.02092415,0.463064552,-2.070692267,1.221356516,46.95343952,0.019405548
176,129.3195,35.5679,11,15,3.951247927,0.372709932,-2.890407046,1.327669156,40.54092441,0.013458223
176,129.3195,35.5679,12,21,5.010027424,0.536165812,-3.390202712,1.422966147,34.1380513,0.019713364
176,129.3195,35.5679,13,18,5.682847951,0.485160328,-3.149815897,1.428571358,31.56964772,0.020058136
176,129.3195,35.5679,14,18,6.224831206,1.176878292,-3.967075296,1.535273731,29.99200413,0.014857874
176,129.3195,35.5679,15,17,6.196384386,0.842191094,-3.612825166,1.511124172,30.13110476,0.01005725
176,129.3195,35.5679,16,16,5.232933823,2.052260918,-2.768565135,1.494836263,33.51569572,0.005410338
176,129.3195,35.5679,17,18,3.62502532,2.203956153,-1.855930934,1.393016107,37.10117203,0.004683341
176,129.3195,35.5679,18,25,2.332086013,1.861255162,-2.342196284,1.274012975,40.700543,0.011969124
176,129.3195,35.5679,19,27,1.572632774,1.657481413,-2.716038286,1.222360687,43.41943981,0.007076738
176,129.3195,35.5679,20,28,1.019018282,1.389776758,-1.71257732,1.120217182,45.1641231,0.017204034
176,129.3195,35.5679,21,31,0.635632688,1.391273494,-1.274919808,1.081858555,46.59516089,0.01392526
176,129.3195,35.5679,22,34,0.24133487,1.068702049,-0.843759814,0.889928849,47.51362759,0.009029131
176,129.3195,35.5679,23,31,-0.440001553,1.153354788,-0.797956521,0.829745567,49.19745695,0.004111886
176,129.3195,35.5679,24,31,-0.988288835,0.73028015,-0.809552343,0.608539917,51.37162752,0.005883375
177,129.2091,35.4615,1,25,-0.574932349,0.044094181,-1.001261176,0.276173204,38.97614454,0.018409987
177,129.2091,35.4615,2,23,-0.651698645,0.110555127,-1.386695246,0.404228616,40.99238592,0.019358727
177,129.2091,35.4615,3,19,-0.206826873,-0.035838461,-1.064761215,0.422855621,44.89724436,0.008961299
177,129.2091,35.4615,4,23,0.562522528,0.255907028,-1.588129412,0.501039195,46.8344071,0.010712646
177,129.2091,35.4615,5,14,0.587727854,0.184911807,-1.579967655,0.604844779,52.05914668,0.019046376
177,129.2091,35.4615,6,17,0.497269679,0.264197925,-1.822994576,0.777871646,54.89538893,0.018267433
177,129.2091,35.4615,7,19,0.355970228,0.158466223,-1.26199005,0.60994441,56.61710942,0.022550704
177,129.2091,35.4615,8,16,0.700113449,0.01784396,-1.262652652,0.6407378,55.35488662,0.024815782
177,129.2091,35.4615,9,23,2.066053149,0.138632944,-2.073813012,0.931695459,51.08657762,0.01555759
177,129.2091,35.4615,10,19,3.220554901,0.57321116,-2.61441069,1.24130659,43.44025833,0.019288964
177,129.2091,35.4615,11,24,4.255248103,0.537518397,-3.5509503,1.348875859,36.83712435,0.013525215
177,129.2091,35.4615,12,23,5.129199272,0.56581682,-3.577052545,1.427611336,31.6042163,0.020005404
177,129.2091,35.4615,13,22,5.858546394,0.57314924,-3.339713156,1.437530354,29.29417278,0.019659828
177,129.2091,35.4615,14,18,6.269351369,0.961458427,-4.988877908,1.557778123,27.71428456,0.014820066
177,129.2091,35.4615,15,17,6.346242743,0.653819573,-4.065191804,1.50902677,28.00573886,0.010079561
177,129.2091,35.4615,16,17,5.457103708,1.841194556,-3.208783753,1.489810753,31.07424565,0.005291634
177,129.2091,35.4615,17,16,3.983273548,2.157288029,-2.258929368,1.40178125,34.67987344,0.00454742
177,129.2091,35.4615,18,22,2.563174446,1.758992139,-1.988968156,1.18797486,38.35289536,0.010874208
177,129.2091,35.4615,19,29,1.758883215,1.552274164,-2.137537407,1.098613686,41.1184373,0.006562518
177,129.2091,35.4615,20,30,1.135461819,1.211503177,-1.644127373,1.013397269,42.96167326,0.015567003
177,129.2091,35.4615,21,32,0.708364206,0.936532525,-0.530303372,0.973149137,44.22509178,0.012651272
177,129.2091,35.4615,22,34,0.312743928,1.116214014,-0.509140631,0.807855278,44.50380991,0.008352298
177,129.2091,35.4615,23,35,-0.433063451,1.007691351,-0.569636229,0.699129315,46.22811339,0.00400298
177,129.2091,35.4615,24,31,-0.978448839,0.629563873,-0.558638043,0.476247292,48.50417451,0.005601316
178,129.2219,35.5706,1,20,-1.904149412,0.019734903,-0.747634589,0.261515651,42.3089432,0.018151058
178,129.2219,35.5706,2,22,-1.879897795,0.099166282,-1.214949317,0.347377664,43.97354374,0.019146913
178,129.2219,35.5706,3,20,-0.923938384,-0.003500845,-0.816710696,0.387694718,47.85886594,0.00900688
178,129.2219,35.5706,4,20,-0.091897556,0.242999378,-1.308774756,0.456515477,50.52204362,0.01119499
178,129.2219,35.5706,5,21,0.238727412,0.279836101,-1.174172171,0.61105437,54.54199221,0.019888591
178,129.2219,35.5706,6,25,0.100380214,0.294829559,-1.44023558,0.760792956,57.52092162,0.018914728
178,129.2219,35.5706,7,27,-0.031499122,0.184308104,-0.909620271,0.601203037,60.09834342,0.023484821
178,129.2219,35.5706,8,22,0.239709501,0.09268677,-0.862662335,0.647523262,58.97523037,0.025715045
178,129.2219,35.5706,9,24,1.538132336,0.254369768,-1.321285752,0.897085616,54.89591887,0.016166146
178,129.2219,35.5706,10,29,2.831950771,0.491451988,-2.032657733,1.204099773,47.11434683,0.019793516
178,129.2219,35.5706,11,27,3.811566112,0.475642688,-3.30787265,1.346071309,40.03486029,0.013751623
178,129.2219,35.5706,12,27,4.70658001,0.630563494,-3.589630662,1.437522764,34.72987615,0.020318365
178,129.2219,35.5706,13,25,5.405865801,0.60233895,-3.510936402,1.449413145,32.53157362,0.020326282
178,129.2219,35.5706,14,26,5.825418188,1.190597423,-4.861455782,1.569532996,31.21026005,0.015113978
178,129.2219,35.5706,15,26,5.919191463,0.936104238,-3.813662847,1.510367367,31.58237867,0.010104266
178,129.2219,35.5706,16,21,4.828084596,2.181030467,-3.268595946,1.515909836,34.58288739,0.005281276
178,129.2219,35.5706,17,26,3.404566983,2.213550945,-2.164878188,1.416114541,37.70857067,0.004509019
178,129.2219,35.5706,18,33,2.125810819,1.858501993,-2.317308267,1.254294101,41.21947343,0.011152158
178,129.2219,35.5706,19,36,1.32209719,1.64768522,-2.292946319,1.159589456,43.99894092,0.006637212
178,129.2219,35.5706,20,39,0.738567328,1.312733385,-1.397931772,1.045088053,45.65511362,0.01601121
178,129.2219,35.5706,21,47,0.316458673,1.101113752,-0.550485058,1.013248078,46.86500475,0.013010482
178,129.2219,35.5706,22,45,-0.05303509,0.98613882,-0.540504595,0.832435496,47.56902621,0.008480256
178,129.2219,35.5706,23,36,-0.784748847,0.958585296,-0.327189766,0.737821952,49.3804433,0.00395226
178,129.2219,35.5706,24,39,-1.475742769,0.616483633,-0.820319209,0.529375036,51.77071016,0.005597464
179,129.4267,35.5088,1,6,1.13441468,0.451172384,-1.385534022,0.521919349,30.74090049,0.01730096
179,129.4267,35.5088,2,7,0.889818879,0.477171283,-1.767517658,0.652340197,33.6359724,0.018414505
179,129.4267,35.5088,3,9,1.221713875,0.09153267,-1.911571181,0.690382752,40.48502506,0.008905374
179,129.4267,35.5088,4,17,1.931670905,0.52439043,-2.301387932,0.774711768,43.79703172,0.011256925
179,129.4267,35.5088,5,30,2.059851734,0.51971096,-2.11733951,0.827116758,48.20842989,0.01903541
179,129.4267,35.5088,6,25,1.80750605,0.886564957,-2.294379741,1.006405877,52.59835434,0.018147349
179,129.4267,35.5088,7,24,1.25309256,0.619558409,-1.47593679,0.805875794,58.05890173,0.022644485
179,129.4267,35.5088,8,17,1.391135332,0.239457669,-1.233463395,0.753667088,56.8852436,0.024810201
179,129.4267,35.5088,9,15,2.609138031,0.340404571,-1.509262188,0.947492658,52.3943154,0.015961607
179,129.4267,35.5088,10,17,3.514785829,0.576930708,-2.079546776,1.243238595,44.3957679,0.018832836
179,129.4267,35.5088,11,19,4.470421472,0.360543027,-2.624575943,1.304914496,38.55072624,0.013111421
179,129.4267,35.5088,12,23,5.770912832,0.461360592,-3.239053262,1.413300871,30.85560855,0.019015693
179,129.4267,35.5088,13,21,6.43000378,0.309745946,-2.981485826,1.408853367,28.12529458,0.019531879
179,129.4267,35.5088,14,22,7.009416579,1.087494834,-3.206223834,1.497802722,26.23172699,0.014520669
179,129.4267,35.5088,15,18,6.889780676,0.751780275,-3.748450466,1.514338518,25.93710742,0.010052691
179,129.4267,35.5088,16,16,6.211189861,1.883380786,-2.550609202,1.471120816,29.47069041,0.005597991
179,129.4267,35.5088,17,17,4.343088683,2.310320586,-1.692398377,1.38491031,33.78425371,0.004928217
179,129.4267,35.5088,18,22,2.977186027,1.986708972,-2.792804581,1.291456368,37.70146917,0.012791177
179,129.4267,35.5088,19,27,2.257512109,1.824280332,-3.780714624,1.282511977,40.40327504,0.007566517
179,129.4267,35.5088,20,34,1.678148528,1.529472362,-2.255698685,1.177070158,42.48347114,0.018388696
179,129.4267,35.5088,21,36,1.329904123,1.602663619,-1.649465491,1.108820875,44.23868702,0.014823628
179,129.4267,35.5088,22,35,0.912896236,1.226189086,-0.883245963,0.914253894,44.89977958,0.009627871
179,129.4267,35.5088,23,35,0.274332437,1.436965193,-1.139319998,0.90420014,46.58516138,0.004347685
179,129.4267,35.5088,24,35,-0.076121719,0.876835059,-0.636743846,0.657888939,48.56439802,0.006247811
180,128.7542,35.4937,1,22,-3.743402507,0.070763355,0.116590086,-0.147209253,64.26859219,0.02233342
180,128.7542,35.4937,2,15,-3.319799816,0.249187331,-0.207931771,-0.172874269,63.21095969,0.022694462
180,128.7542,35.4937,3,14,-2.522553503,0.267226843,-0.35034102,-0.154049233,64.10426349,0.009965114
180,128.7542,35.4937,4,15,-2.446233448,0.224944056,-0.291064451,-0.047355316,66.11623437,0.010722902
180,128.7542,35.4937,5,15,-2.909702131,0.182761657,-0.611622865,0.1336618,68.66619338,0.021333215
180,128.7542,35.4937,6,15,-3.205689113,-0.077604263,-0.238098046,0.127869918,70.94458978,0.02043434
180,128.7542,35.4937,7,16,-3.277168425,0.062419119,-0.500615365,0.162310027,71.35457363,0.0246537
180,128.7542,35.4937,8,18,-2.802078364,-0.035042166,-0.785081708,0.296859494,69.91651906,0.026962845
180,128.7542,35.4937,9,21,-0.087889334,0.302989283,-1.102181333,0.668569361,62.55811305,0.016346167
180,128.7542,35.4937,10,26,2.128533615,0.528483497,-2.747428922,1.227455743,52.73158464,0.022115778
180,128.7542,35.4937,11,22,3.025494064,0.972874214,-3.420158033,1.406606132,47.14006426,0.015875969
180,128.7542,35.4937,12,20,3.417526687,0.858977304,-3.623606381,1.499387564,45.80543762,0.024282585
180,128.7542,35.4937,13,12,4.202772297,1.021583732,-4.313832837,1.553828498,44.26034196,0.021822909
180,128.7542,35.4937,14,15,4.117520901,1.281761604,-3.53741785,1.543702221,45.34976523,0.016859405
180,128.7542,35.4937,15,19,4.19989255,1.912449464,-3.32101221,1.471577861,43.38605396,0.010850829
180,128.7542,35.4937,16,25,3.386629694,1.948200084,-3.495274076,1.534518699,46.09583501,0.004984132
180,128.7542,35.4937,17,27,2.565076667,1.573407766,-3.418948912,1.451434551,48.22822722,0.003975136
180,128.7542,35.4937,18,30,1.422221949,1.403449958,-2.427934179,1.182098676,51.35740196,0.007744483
180,128.7542,35.4937,19,33,0.476266111,1.161110383,-1.746307334,0.843143152,54.80360546,0.004910499
180,128.7542,35.4937,20,31,-0.595549464,1.084111103,-0.973203687,0.631256037,58.2079753,0.011033767
180,128.7542,35.4937,21,34,-1.518100417,0.557139854,-0.610389637,0.519275839,59.41141972,0.009201166
180,128.7542,35.4937,22,35,-2.267574791,0.354128089,-0.595458656,0.398434714,62.81932216,0.00634199
180,128.7542,35.4937,23,39,-3.021259323,0.262728098,-0.330659943,0.193862621,63.66424794,0.003510767
180,128.7542,35.4937,24,38,-3.908627069,0.235482196,-0.482397341,0.223793795,66.44224578,0.004646261
181,128.4324,34.8572,1,17,1.460442533,0.171404253,-3.478218891,0.82679301,58.55220638,0.027958071
181,128.4324,34.8572,2,13,1.880866234,0.247397649,-2.834991866,0.817214051,61.53678181,0.024691385
181,128.4324,34.8572,3,19,2.775478496,0.344089381,-3.741648069,1.02943423,63.8063542,0.010196276
181,128.4324,34.8572,4,18,2.29178303,1.084063075,-3.20283104,0.997943732,68.2365243,0.008984286
181,128.4324,34.8572,5,21,1.660375032,1.138404813,-2.848855782,0.895064187,69.64753597,0.0166308
181,128.4324,34.8572,6,26,1.138552986,1.610017508,-3.073652535,0.955061094,68.51502476,0.018496018
181,128.4324,34.8572,7,25,0.711489855,1.599928744,-3.239885373,0.979995804,66.39926436,0.020588936
181,128.4324,34.8572,8,22,0.863817348,1.496088102,-3.562099119,1.053153286,65.22336544,0.022759196
181,128.4324,34.8572,9,21,1.825123725,1.61622654,-3.950394361,1.223131313,59.89910547,0.013730904
181,128.4324,34.8572,10,27,2.949194776,1.080144934,-5.179750087,1.586876712,52.33411365,0.019613761
181,128.4324,34.8572,11,28,3.701388647,1.373407306,-5.520334729,1.698423045,48.51905401,0.015861114
181,128.4324,34.8572,12,26,4.187492296,1.001202332,-5.21203996,1.689891493,46.51855025,0.024371116
181,128.4324,34.8572,13,23,4.505840403,0.711593921,-5.012567877,1.682405651,44.79574644,0.019516699
181,128.4324,34.8572,14,20,4.818318993,1.360018051,-4.922865505,1.733015925,43.06459532,0.015840785
181,128.4324,34.8572,15,21,4.790184592,1.318486419,-4.959727701,1.700142104,43.7459678,0.011543715
181,128.4324,34.8572,16,23,4.10446802,2.642432215,-4.844369738,1.76992824,45.36150737,0.005216757
181,128.4324,34.8572,17,25,3.170215486,2.590367165,-4.361562613,1.604798468,48.84015498,0.004475374
181,128.4324,34.8572,18,27,2.170852365,2.281570186,-3.470454577,1.385672382,52.40710238,0.006641639
181,128.4324,34.8572,19,27,1.360899902,2.17930061,-2.608568493,1.133923961,54.15589993,0.004800145
181,128.4324,34.8572,20,28,0.635201816,2.131323221,-1.885605281,0.996333464,55.41842619,0.00905951
181,128.4324,34.8572,21,30,0.099206979,1.756234412,-1.761310174,0.956348283,58.41521313,0.007738799
181,128.4324,34.8572,22,26,-0.565773582,1.803882167,-1.860583775,0.899616845,61.08766928,0.005957817
181,128.4324,34.8572,23,32,-0.963125385,1.376458345,-2.095196039,0.806383236,62.48028555,0.004045632
181,128.4324,34.8572,24,33,-1.245075952,1.341554867,-1.7637964,0.70412888,63.87455815,0.004918396
182,128.3243,34.9745,1,16,-0.271155567,-0.091283587,-2.503524727,0.656343378,63.20647942,0.029304115
182,128.3243,34.9745,2,20,0.450913052,0.240278589,-2.065019124,0.640815295,64.87188624,0.025725756
182,128.3243,34.9745,3,28,1.328872705,0.302149018,-2.905091235,0.836512761,66.48446136,0.010675146
182,128.3243,34.9745,4,24,0.690133234,0.812034502,-2.302198244,0.79887623,70.9680005,0.009352314
182,128.3243,34.9745,5,23,0.045737823,0.989809029,-2.069268325,0.695586497,72.96155038,0.017646927
182,128.3243,34.9745,6,28,-0.445187014,1.120807093,-2.402050171,0.753163059,73.10252146,0.019612666
182,128.3243,34.9745,7,34,-0.91100997,1.190968497,-2.641740016,0.81404567,71.41650922,0.021899111
182,128.3243,34.9745,8,29,-0.743217439,1.248483845,-3.231330441,0.951916833,69.56383401,0.024017027
182,128.3243,34.9745,9,32,0.69660779,1.343856549,-3.320656514,1.108010274,62.93753297,0.014439277
182,128.3243,34.9745,10,30,2.02302102,1.201585091,-4.667354516,1.546030914,54.61449471,0.020873921
